wavfile,ground_truth,ASR_recognition,wer,cer,pesq
sim_NM_na_nn_pd08_h14_6,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.",0.14285714285714285,0.02631578947368421,1.0341613292694092
sim_NM_amp_nn_oc09_h14_4,Two plus seven is less than ten.,2 + 7 is less than 10.,0.5714285714285714,0.46875,1.0251740217208862
sim_NM_na_nn_pd06_h16_2,A speedy man can beat this track mark.,A speedy man can be his this track mark.,0.25,0.10526315789473684,1.0191901922225952
sim_NM_amp_nn_pd08_h14_10,Port is a strong wine with a smoky taste.,Pork is a strong wine with the smoky taste.,0.2222222222222222,0.0975609756097561,1.0298733711242676
sim_NM_amp_nn_pd01_h18_1,Steam hissed from the broken valve.,Steam hissed from the broken valve.,0.0,0.0,1.023276448249817
sim_NM_na_nn_pd09_h14_10,Port is a strong wine with a smoky taste.,Port is a strong wine with a smoky taste.,0.0,0.0,1.0268073081970215
sim_NM_amp_nn_pd06_h16_10,The sofa cushion is red and of light weight.,The SOFA cushion is red and of lightweight.,0.3333333333333333,0.11363636363636363,1.0339828729629517
sim_NM_amp_nn_oc02_h17_2,At that high level the air is pure.,"At that high level, the air is pure.",0.125,0.02857142857142857,1.0493743419647217
sim_NM_amp_nn_pd14_h18_1,Steam hissed from the broken valve.,Steam hissed from the broken valve.,0.0,0.0,1.0305122137069702
sim_NM_na_nn_pd01_h18_1,Steam hissed from the broken valve.,Steam hissed from the broken valve.,0.0,0.0,1.02023446559906
sim_NM_na_nn_oc02_h17_9,A rag will soak up spilled water.,He knew the skill of the great young actress.,1.2857142857142858,1.0303030303030303,1.0240792036056519
sim_NM_amp_nn_oc16_h2_10,The girl at the booth sold fifty bonds.,The girl at the booth sold 50 bonds.,0.125,0.1282051282051282,1.0310180187225342
sim_NM_amp_nn_oc11_h15_6,Pure bred poodles have curls.,Pure bred poodles have curls.,0.0,0.0,1.0322635173797607
sim_NM_na_nn_pd04_h15_4,The just claim got the right verdict.,That just claim got the right verdict.,0.14285714285714285,0.05405405405405406,1.0291681289672852
sim_NM_na_nn_pd06_h16_3,He broke a new shoelace that day.,He broke a new shoelace for that day.,0.14285714285714285,0.12121212121212122,1.0200507640838623
sim_NM_amp_nn_pd11_h15_10,The cigar burned a hole in the desk top.,Cigarette burned a hole in his desktop.,0.5555555555555556,0.325,1.0389626026153564
sim_NM_na_nn_oc07_h12_3,The pennant waved when the wind blew.,The Pennant waved when the wind blew.,0.14285714285714285,0.02702702702702703,1.024916172027588
sim_NM_na_nn_oc08_h14_5,The glow deepened in the eyes of the sweet girl.,The glow deepened in the eyes of the sweet girl.,0.0,0.0,1.0222173929214478
sim_NM_na_nn_oc05_h2_6,A pot of tea helps to pass the evening.,A pot of tea helps to pass the evening.,0.0,0.0,1.023849368095398
sim_NM_na_nn_oc04_h15_8,The spot on the blotter was made by green ink.,The spot on the bladder was made by green ink.,0.1,0.06521739130434782,1.0339133739471436
sim_NM_amp_nn_pd01_h18_7,The doctor cured him with these pills.,The doctor cured him with these pills.,0.0,0.0,1.028456211090088
sim_NM_na_nn_pd04_h15_10,The cigar burned a hole in the desk top.,Cigar burned a hole in the desktop.,0.4444444444444444,0.15,1.0304559469223022
sim_NM_na_nn_pd15_h15_4,The just claim got the right verdict.,That just claim got the right verdict.,0.14285714285714285,0.05405405405405406,1.0400171279907227
sim_NM_na_nn_oc17_h12_8,Hemp is a weed found in parts of the tropics.,Hemp is a weed found in parts of the tropics.,0.0,0.0,1.022909164428711
sim_NM_amp_nn_oc04_h15_1,The young kid jumped the rusty gate.,The young kid jumped the rusty gate.,0.0,0.0,1.0295648574829102
sim_NM_amp_nn_pd15_h15_8,The spot on the blotter was made by green ink.,The spot on the bladder was made by green ink.,0.1,0.06521739130434782,1.0359934568405151
sim_NM_na_nn_pd14_h18_8,The new girl was fired today at noon.,The New Girl was fired today at noon.,0.25,0.05405405405405406,1.027172565460205
sim_NM_na_nn_oc06_h16_8,We tried to replace the coin but failed.,We tried to replace the coin but failed.,0.0,0.0,1.027031421661377
sim_NM_na_nn_pd12_h10_1,The slush lay deep along the street.,The slush lay deep along the street.,0.0,0.0,1.021492838859558
sim_NM_amp_nn_oc07_h12_9,A lame back kept his score low.,Elaine Beck kept his score low.,0.42857142857142855,0.1935483870967742,1.0244064331054688
sim_NM_na_nn_pd15_h15_5,Those thistles bend in a high wind.,Those thistles bent in a high wind.,0.14285714285714285,0.02857142857142857,1.0272490978240967
sim_NM_na_nn_oc09_h14_6,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.",0.14285714285714285,0.02631578947368421,1.0276504755020142
sim_NM_amp_nn_oc06_h16_1,The empty flask stood on the tin tray.,The empty flask stood on the tin tray.,0.0,0.0,1.0360945463180542
sim_NM_amp_nn_pd04_h15_1,The young kid jumped the rusty gate.,The young kid jumped the rusty gate.,0.0,0.0,1.024388074874878
sim_NM_amp_nn_pd16_h2_2,A rod is used to catch pink salmon.,A rod is used to catch pink salmon.,0.0,0.0,1.0388530492782593
sim_NM_na_nn_oc17_h12_1,The bark of the pine tree was shiny and dark.,The bark of the pine tree was shiny and dark.,0.0,0.0,1.0336463451385498
sim_NM_na_nn_oc05_h2_4,Kick the ball straight and follow through.,Kick the ball straight and follow through.,0.0,0.0,1.029283881187439
sim_NM_amp_nn_oc05_h2_10,The girl at the booth sold fifty bonds.,The girl at the booth sold 50 bonds.,0.125,0.1282051282051282,1.0223921537399292
sim_NM_na_nn_pd05_h2_5,Help the woman get back to her feet.,And the woman get back to her feet.,0.125,0.1111111111111111,1.022348403930664
sim_NM_amp_nn_pd04_h15_5,Those thistles bend in a high wind.,Those thistles bend in a high wind.,0.0,0.0,1.0376485586166382
sim_NM_na_nn_pd08_h14_3,Pluck the bright rose without leaves.,Pluck the bright rose without leaves.,0.0,0.0,1.022974967956543
sim_NM_na_nn_pd15_h15_8,The spot on the blotter was made by green ink.,The spot on the bladder was made by green ink.,0.1,0.06521739130434782,1.0389310121536255
sim_NM_amp_nn_pd09_h14_5,The glow deepened in the eyes of the sweet girl.,The glow deepened in the eyes of the sweet girl.,0.0,0.0,1.0341182947158813
sim_NM_amp_nn_pd09_h14_6,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.",0.14285714285714285,0.02631578947368421,1.0358926057815552
sim_NM_na_nn_oc06_h16_10,The sofa cushion is red and of light weight.,The SOFA cushion is red and of light weight.,0.1111111111111111,0.09090909090909091,1.0310416221618652
sim_NM_na_nn_pd12_h10_2,A wisp of cloud hung in the blue air.,A wisp of cloud hung in the blue air.,0.0,0.0,1.0340486764907837
sim_NM_amp_nn_oc07_h12_8,Hemp is a weed found in parts of the tropics.,Hemp is a weed found in parts of the tropics.,0.0,0.0,1.0396848917007446
sim_NM_na_nn_oc02_h17_7,The office paint was a dull sad tan.,The office paint was dull.,0.5,0.2777777777777778,1.0424264669418335
sim_NM_amp_nn_pd06_h16_5,The urge to write short stories is rare.,The urge to write short stories is rare.,0.0,0.0,1.030443787574768
sim_NM_amp_nn_pd08_h14_6,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.",0.14285714285714285,0.02631578947368421,1.0546534061431885
sim_NM_na_nn_pd04_h15_7,The tree top waved in a graceful way.,The treetop waved in a graceful way.,0.25,0.02702702702702703,1.026718258857727
sim_NM_na_nn_pd09_h14_9,We frown when events take a bad turn.,We frown whenever events take a bad turn.,0.125,0.10810810810810811,1.0274358987808228
sim_NM_amp_nn_oc04_h15_4,The just claim got the right verdict.,The just claim got the right verdict.,0.0,0.0,1.0409700870513916
sim_NM_amp_nn_pd08_h14_3,Pluck the bright rose without leaves.,Pluck the bright rose without leaves.,0.0,0.0,1.0288465023040771
sim_NM_na_nn_oc11_h15_4,The just claim got the right verdict.,The just claim got the right verdict.,0.0,0.0,1.0559991598129272
sim_NM_amp_nn_pd16_h2_4,Kick the ball straight and follow through.,Kick the ball straight and follow through.,0.0,0.0,1.0282936096191406
sim_NM_na_nn_oc09_h14_10,Port is a strong wine with a smoky taste.,Port is a strong wine with a smoky taste.,0.0,0.0,1.0274133682250977
sim_NM_amp_nn_oc04_h15_10,The cigar burned a hole in the desk top.,The cigar burned a hole in the desktop.,0.2222222222222222,0.025,1.0441501140594482
sim_NM_amp_nn_oc11_h15_4,The just claim got the right verdict.,The just claim got the right verdict.,0.0,0.0,1.0310646295547485
sim_NM_amp_nn_pd16_h2_7,Smoky fires lack flame and heat.,Smoky fires lacked flame and heat.,0.16666666666666666,0.0625,1.032271385192871
sim_NM_na_nn_oc04_h15_10,The cigar burned a hole in the desk top.,The cigar burned a hole in the desktop.,0.2222222222222222,0.025,1.0356628894805908
sim_NM_na_nn_oc11_h15_6,Pure bred poodles have curls.,Pure bred poodles have curls.,0.0,0.0,1.0245039463043213
sim_NM_na_nn_oc04_h15_4,The just claim got the right verdict.,The just claim got the right verdict.,0.0,0.0,1.0344620943069458
sim_NM_na_nn_oc05_h2_3,The source of the huge river is the clear spring.,The source of the huge river is the clear spring.,0.0,0.0,1.025948405265808
sim_NM_amp_nn_pd09_h14_4,Two plus seven is less than ten.,2 + 7 is less than 10.,0.5714285714285714,0.46875,1.028881311416626
sim_NM_amp_nn_pd12_h10_3,A pound of sugar costs more than eggs.,A pound of sugar cost more than eggs.,0.125,0.02631578947368421,1.0296381711959839
sim_NM_amp_nn_pd11_h15_4,The just claim got the right verdict.,They're just claim got the right verdict.,0.14285714285714285,0.10810810810810811,1.0419487953186035
sim_NM_na_nn_pd05_h2_2,A rod is used to catch pink salmon.,Radius usually catch pink salmon.,0.625,0.3142857142857143,1.0271881818771362
sim_NM_na_nn_oc06_h16_6,The pencils have all been used.,The pencils have all been used.,0.0,0.0,1.0439342260360718
sim_NM_amp_nn_pd01_h18_3,There was a sound of dry leaves outside.,There was a sound of dry leaves outside.,0.0,0.0,1.0286940336227417
sim_NM_amp_nn_pd12_h10_10,The bill was paid every third week.,The bill was paid every 3rd week.,0.14285714285714285,0.08571428571428572,1.0276652574539185
sim_NM_na_nn_pd01_h18_3,There was a sound of dry leaves outside.,There was a sound of dry leaves outside.,0.0,0.0,1.0264841318130493
sim_NM_amp_nn_pd14_h18_9,They felt gay when the ship arrived in port.,They felt gay when the ship arrived in port.,0.0,0.0,1.0295708179473877
sim_NM_na_nn_pd09_h14_2,He said the same phrase thirty times.,He said the same phrase 30 times.,0.14285714285714285,0.16216216216216217,1.0268292427062988
sim_NM_amp_nn_oc08_h14_3,Pluck the bright rose without leaves.,Pluck the bright rose without leaves.,0.0,0.0,1.0385785102844238
sim_NM_amp_nn_pd11_h15_1,The young kid jumped the rusty gate.,The young kid jumped the rusty gate.,0.0,0.0,1.0332926511764526
sim_NM_amp_nn_oc07_h12_2,Leaves turn brown and yellow in the fall.,Leaves turn brown and yellow in the fall.,0.0,0.0,1.0342060327529907
sim_NM_na_nn_pd11_h15_5,Those thistles bend in a high wind.,Those thistles bend in high in high wind.,0.2857142857142857,0.2,1.0246230363845825
sim_NM_amp_nn_oc02_h17_7,The office paint was a dull sad tan.,The office paint was dull.,0.5,0.2777777777777778,1.0312143564224243
sim_NM_amp_nn_oc08_h14_1,A cramp is no small danger on a swim.,A cramp is no small danger on a swim.,0.0,0.0,1.0391184091567993
sim_NM_na_nn_oc07_h12_10,We find joy in the simplest things.,We find joy in the simplest things.,0.0,0.0,1.0211069583892822
sim_NM_amp_nn_oc07_h12_6,He ordered peach pie with ice cream.,He ordered Peach pie with ice cream.,0.14285714285714285,0.027777777777777776,1.0324164628982544
sim_NM_amp_nn_oc06_h16_6,The pencils have all been used.,The pencils have all been used.,0.0,0.0,1.0440874099731445
sim_NM_na_nn_oc11_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0191645622253418
sim_NM_na_nn_pd14_h18_3,There was a sound of dry leaves outside.,There was a sound of dry leaves outside.,0.0,0.0,1.0224131345748901
sim_NM_amp_nn_pd08_h14_1,A cramp is no small danger on a swim.,A cramp is no small danger on the swim.,0.1111111111111111,0.08108108108108109,1.0415416955947876
sim_NM_amp_nn_pd16_h2_1,The boy was there when the sun rose.,The boy was there when the sun rose.,0.0,0.0,1.0469660758972168
sim_NM_amp_nn_pd04_h15_10,The cigar burned a hole in the desk top.,Cigar burned a hole in the desktop.,0.4444444444444444,0.15,1.0341218709945679
sim_NM_amp_nn_pd12_h10_6,Bail the boat to stop it from sinking.,Bail the boat to stop it from sinking.,0.0,0.0,1.028244137763977
sim_NM_amp_nn_oc11_h15_10,The cigar burned a hole in the desk top.,The scar burned a hole in the desktop.,0.3333333333333333,0.1,1.0283819437026978
sim_NM_amp_nn_oc05_h2_5,Help the woman get back to her feet.,Help the woman get back to her feet.,0.0,0.0,1.0417914390563965
sim_NM_na_nn_oc08_h14_10,Port is a strong wine with a smoky taste.,Port is a strong wine with a smoky taste.,0.0,0.0,1.0301419496536255
sim_NM_na_nn_oc04_h15_5,Those thistles bend in a high wind.,Those thistles bend in a high wind.,0.0,0.0,1.0310742855072021
sim_NM_amp_nn_pd06_h16_8,We tried to replace the coin but failed.,We tried to replace the coin but failed.,0.0,0.0,1.029167652130127
sim_NM_na_nn_pd05_h2_7,Smoky fires lack flame and heat.,Smokey flares like flame and heat.,0.5,0.1875,1.0290937423706055
sim_NM_na_nn_pd09_h14_5,The glow deepened in the eyes of the sweet girl.,The glow deepened in the eyes of the sweet girl.,0.0,0.0,1.0262256860733032
sim_NM_amp_nn_oc07_h12_5,Burn peat after the logs give out.,Burnt Peak after the logs give out.,0.2857142857142857,0.08823529411764706,1.0282024145126343
sim_NM_na_nn_oc09_h14_3,Pluck the bright rose without leaves.,Pluck the bright rolls without leaves.,0.16666666666666666,0.08108108108108109,1.0447404384613037
sim_NM_na_nn_oc17_h12_7,Weave the carpet on the right hand side.,Weave the carpet on the right hand side.,0.0,0.0,1.031382441520691
sim_NM_na_nn_pd09_h14_6,Bring your problems to the wise chief.,"Bring your problems to the wise, chief.",0.14285714285714285,0.02631578947368421,1.0337458848953247
sim_NM_amp_nn_oc05_h2_3,The source of the huge river is the clear spring.,This was of the huge river is the clear spring.,0.2,0.14285714285714285,1.031731367111206
sim_NM_na_nn_oc08_h14_9,We frown when events take a bad turn.,We frown when events take a bad turn.,0.0,0.0,1.0313258171081543
sim_NM_amp_nn_pd05_h2_10,The girl at the booth sold fifty bonds.,Relative Booth sold 50 bonds.,0.75,0.41025641025641024,1.0262846946716309
sim_NM_na_nn_oc05_h2_2,A rod is used to catch pink salmon.,A rod is used to catch pink salmon.,0.0,0.0,1.0324002504348755
sim_NM_na_nn_oc08_h14_1,A cramp is no small danger on a swim.,A cramp is no small danger on a swim.,0.0,0.0,1.0267066955566406
sim_NM_amp_nn_oc07_h12_10,We find joy in the simplest things.,We find joy in the simplest things.,0.0,0.0,1.0264137983322144
sim_NM_amp_nn_pd14_h18_3,There was a sound of dry leaves outside.,There was a sound of dry leaves outside.,0.0,0.0,1.0334360599517822
sim_NM_amp_nn_pd04_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0209367275238037
sim_NM_amp_nn_oc09_h14_10,Port is a strong wine with a smoky taste.,Port is a strong wine with a smoky taste.,0.0,0.0,1.0359269380569458
sim_NM_na_nn_oc05_h2_10,The girl at the booth sold fifty bonds.,The girl at the booth sold 50 bonds.,0.125,0.1282051282051282,1.0213334560394287
sim_NM_amp_nn_oc06_h16_3,He broke a new shoelace that day.,He broke a new shoelace that day.,0.0,0.0,1.0259919166564941
sim_NM_amp_nn_pd15_h15_10,The cigar burned a hole in the desk top.,The cigar burned a hole in the desktop.,0.2222222222222222,0.025,1.04132878780365
sim_NM_na_nn_pd12_h10_3,A pound of sugar costs more than eggs.,A pound of sugar cost more than eggs.,0.125,0.02631578947368421,1.0271828174591064
sim_NM_amp_nn_pd12_h10_1,The slush lay deep along the street.,The slush lay deep along the street.,0.0,0.0,1.0248583555221558
sim_NM_na_nn_pd01_h18_6,Sunday is the best part of the week.,Sunday is the best part of the week.,0.0,0.0,1.0214855670928955
sim_NM_na_nn_oc11_h15_5,Those thistles bend in a high wind.,Those thistles bend in a high wind.,0.0,0.0,1.0238428115844727
sim_NM_na_nn_pd06_h16_6,The pencils have all been used.,The pencils have all been used.,0.0,0.0,1.0424339771270752
sim_NM_amp_nn_pd01_h18_5,Torn scraps littered the stone floor.,Torn scraps littered the stone floor.,0.0,0.0,1.0316333770751953
sim_NM_na_nn_pd09_h14_1,A cramp is no small danger on a swim.,A cramp is no small danger on a swim.,0.0,0.0,1.024121880531311
sim_NM_amp_nn_pd04_h15_9,Mud was spattered on the front of his white shirt.,But was spattered on the front of his white shirt.,0.1,0.04,1.0324115753173828
sim_NM_na_nn_oc08_h14_7,Write a fond note to the friend you cherish.,Write a fond note to the friend you cherish.,0.0,0.0,1.026552677154541
sim_NM_na_nn_oc04_h15_7,The tree top waved in a graceful way.,The treetop waved in a graceful way.,0.25,0.02702702702702703,1.034606695175171
sim_NM_amp_nn_pd14_h18_7,The doctor cured him with these pills.,The doctor cured him with these pills.,0.0,0.0,1.0383577346801758
sim_NM_na_nn_oc06_h16_1,The empty flask stood on the tin tray.,The empty flask stood on the tin tray.,0.0,0.0,1.022793173789978
sim_NM_amp_nn_oc04_h15_5,Those thistles bend in a high wind.,Those thistles bend in a high wind.,0.0,0.0,1.031510829925537
sim_NM_na_nn_oc11_h15_10,The cigar burned a hole in the desk top.,The scar burned a hole in the desktop.,0.3333333333333333,0.1,1.0234891176223755
sim_NM_na_nn_oc09_h14_8,Clothes and lodging are free to new men.,Clothes and lodging are free to new men.,0.0,0.0,1.0252881050109863
sim_NM_na_nn_pd16_h2_5,Help the woman get back to her feet.,Help the woman get back to her feet.,0.0,0.0,1.0225343704223633
sim_NM_amp_nn_pd15_h15_2,Guess the result from the first scores.,Guess the result from the first scores.,0.0,0.0,1.0275605916976929
sim_NM_na_nn_oc16_h2_6,A pot of tea helps to pass the evening.,A pot of tea helps to pass the evening.,0.0,0.0,1.0217317342758179
sim_NM_na_nn_pd09_h14_7,Write a fond note to the friend you cherish.,Write a file note to a friend you cherish.,0.2222222222222222,0.13636363636363635,1.0374879837036133
sim_NM_na_nn_oc16_h2_7,Smoky fires lack flame and heat.,Smoky fires lack flame and heat.,0.0,0.0,1.0231776237487793
sim_NM_na_nn_pd16_h2_3,The source of the huge river is the clear spring.,The source of the huge river is the clear spring.,0.0,0.0,1.0199517011642456
sim_NM_na_nn_oc02_h17_10,A shower of dirt fell from the hot pipes.,A red will soak up spilled water.,0.8888888888888888,0.7317073170731707,1.0274462699890137
sim_NM_na_nn_pd11_h15_1,The young kid jumped the rusty gate.,The young kid jumped the rusty gate.,0.0,0.0,1.0257160663604736
sim_NM_amp_nn_oc11_h15_8,The spot on the blotter was made by green ink.,The spot in the cloud blotter was made by green ink.,0.2,0.15217391304347827,1.0281537771224976
sim_NM_amp_nn_oc08_h14_4,Two plus seven is less than ten.,2 + 7 is less than 10.,0.5714285714285714,0.46875,1.0314382314682007
sim_NM_na_nn_oc17_h12_9,A lame back kept his score low.,A lame back kept his score low.,0.0,0.0,1.0202889442443848
